review_text,rating,date,year
The best chicken rice in the whole world! It's even worth to come here when you have just an stopover at Singapore airport. It takes about 40 minutes taking the MRT from Changi to get here. Just hop of at stop 15 and go down maxwell road. What you see is what you get: chicken and rice ;)This dish is so tender and flavored! You will love it!,4.0,"Aug 2, 2017",2017
"Yikes. The hype from this place is overwhelmingly high but the chicken unfortunately doesn't live up to my standards. Chicken is my favorite meat and this place, I didn't even want to finish my small order. I didn't taste much chicken flavor in the rice, the chicken meat was mushy and I had to wait in line for this plate of sadness. Is this what chicken rice is supposed to taste like?",4.0,"Apr 9, 2019",2019
This place is overhyped. The chicken rice is average. The line was pretty long when I arrived at around 1230 on a weekday but the stall uncles were very efficient and the line moved very fast.Chicken meat: abit dry. Texture is not great.Rice: fragrant and moistChilli sauce: good! Typical chicken rice chilli sauce The chicken rice is drizzled with some sauce and the sauce is too salty. You can probably request to not have the sauce.Also the soup was not provided till asked. Soup is very bland. The stall owner also requested for us to hold the plates in our hands instead of using the trays to hold the plates. (I went with a friend and we had bought 2 plates).,5.0,"Jul 31, 2017",2017
"The good: Flavor & aroma of the rice,price, friendliness (given how busy they're & it's street food)Not so good: lineup (mine was 10 mins, which is ok I guess, but that was at 5:30pm)Verdict: No reason to suffer from FOMO if you can't make it, there is plenty good chicken rice around Singapore (though the rice might not be as flavourful, almost as good) that deliver a great overall (taste of the entire dish) experience.",1.0,"Jul 20, 2017",2017
"It was as if clouds took rice form and were cooked in an amazing broth of just right seasoning - that is what the rice is like from TianTian. Having first tried the chicken rice in Chinatown, I had an ""okay"" benchmark of what it could be compared to. This little hawker stall (or rather two hawker stalls) lived up to the hype. The rice was flavorful, fragrant and indeed was eaten by itself for a few moments before realizing there was a half chicken waiting to be consumed also. Paired with the soy and chili sauce, the chicken and the rice worked together wonderfully, and left me to wonder if this was better than 53rd and 6th's own Chicken and Rice. My conclusion: it holds its weight. A must-try if visiting Singapore. Not just because a celebrity chef said so, but because food should be considered a way to get to know a new culture intimately. And with this simple dish, you definitely feel at home, even thousands of miles away.",4.0,"Dec 20, 2014",2014
Forget what Anthony Bourdain said - all he did was overhype the chicken and rice and create a crazy long line out the door. I stupidly waited like a gullible fool for an ordinary dish that I could have gotten anywhere. At least it was cheap - only $3.50 SGD for a plate of mediocrity.,4.0,"Feb 20, 2015",2015
"No Frill, No gimmick, Just good ol Hainanese Chicken Rice! Service can be spoty, some people pay for different price...  3.5 vs 5 sgd with no size difference.... But oh well, they have good food. Chicken Rice is fragrant, pillowy and fluffy. Chicken was soft, perfectly cooked and the chilli sauce complement the dish very well.",4.0,"May 15, 2015",2015
"Chicken from Hainan, cooked well in Singapore. The spot is popular. When I came there had been a long line.One thing I first noticed was there were no bones and the dish was pretty convenient to eat. The rice is cooked in chicken stock, it was infused, altogether cast over with lovely chicken flavour, so eating it alone brought a great pleasure. The meat was tender, was breaking apart by slightly being stirred about. Tender and juicy. Also, the ginger garlic and spice dipping sauce goes well with it. The dish can't be likened to the Hainanese chicken I had back in Toronto.",5.0,"Sep 30, 2017",2017
Awesome Chicken and Rice.  The rice is delicious.Deep fried prawn was also very good.  I highly recommend.,4.0,"Dec 9, 2014",2014
"A phenomenal plate of fragrant rice and succulent chicken. Don't be tricked by the knock off stalls with similar branding, and don't fear the very fast moving queue. One of Singapore's iconic dishes - and for a reason.",5.0,"Mar 30, 2018",2018
Very popular place with long line. This place has pretty solid chicken rice but definitely not the best I've ever had. Rice had good flavor. Chicken could have been juicer and more flavorful. Don't really understand what the hype is about.,4.0,"Mar 6, 2015",2015
"Order the hainanese chicken. Many claims to be the original and tries to use similar names at this food court.  The competition among food vendors are very fierce.  Tian Tian Hainanese Chicken is the only one with the lines.  The chicken is so tender and silky.  The place can be very hectic.  Securing a table to eat is another trick   Look for people almost done eating and then hover next to them.  Look mean so that you will not be pushed out.  The other day this guy tried to take my table, and t told him to back off.   and he just moved on.",4.0,"Sep 1, 2014",2014
"I don't know they take bland looking chicken and rice and turn it into a masterpiece. I won't lie I took some convincing once I saw the picture that, let's say not appetizing. But after seeing the line of the locals we decided to join in suit. The wait is most definitely worth it as it's the most flavorful chicken and rice and the hot sauce sets it over the top! The chicken is well seaSoned and cooked/stewed and the rice compliments it with a salty chicken taste! Don't make the mistake I almost did and try this place! It's rated by Anthony Bourdain",5.0,"Jan 5, 2018",2018
I stood in this crazy long line...and it was worth it! I've had hainanese chicken at different places in Singapore and they all pale in comparison to this place. The best.,1.0,"Jul 3, 2018",2018
"Really cheap eat! We had ordered a chicken rice to share! And the only thing we did wrong was not ordered an extra rice to go with it! As I'm not a big meat eater, all I wanted was the rice! The rice was so flavourful! Definitely worth the hype to come here! We were lucky and showed up just before the crowd!Can't wait to come back!",4.0,"Apr 7, 2018",2018
Queue to this place was CRAZY I thought it's going to be awesome. Ended up I got plain tasting chicken with very starchy meh sauce. Rice was good - fragrant but that's about it.,4.0,"Feb 13, 2018",2018
"5 stars for the rice, 1 star for the chicken.  Man that bird is wack, I don't see what people are raving about.  It is so bland and some of my pieces were actually cold to the point I nearly gagged.  The rice is awesome though.  That rice with good chicken would be quite the dish.",4.0,"Aug 23, 2017",2017
"I'm going to say this is the best chicken rice I've ever had. EVER. On a recent trip to Singapore I visited twice in a 36 hour period and now compare every other chicken rice meal to Tian Tian.The lines may be daunting, but they move quickly and the staff here move swiftly to fulfil orders and have you on your way with mounds of steaming rice, silky chicken, perfectly balances chili sauce and broth in moments. Put a member of your group in line while the others hunt down drinks and a table.",5.0,"Dec 22, 2019",2019
"We heard so much about this place, it was hyped up by food bloggers, yelp, trip advisor, Travel Chanel, friends/colleagues, you name it... if you mention Singapore food to anyone.. it's almost a guarantee they will mention this place... so there you go, our expectations were already set high for this place... and so we went around 10:10 am - just when they opened, our cab dropped us of directly at the place, we got inside and noticed immediately the line to queue up, it was not too long.... yet, so we got to the end of it and people were already steadily lining up as well behind me.. a lot.., but the line was moving fast enough anyways so didn't wait that long (maybe 15 minutes top).. we got to ordering up and they were quick and efficient, probably years and years of experience, we both got the chicken rice, sat on our tables and began eating... it was tasty but the chiken was cold, now we don't know if it's supposed to be like this, and if it is then disregard my gripe, but to me it took down the experience of eating the food down several notches.. For the hype this place got.. it was disappointing to us, don't get me wrong it was good, the flavors were there, with a simple but clean presentation... but to me the meal itself lost points when it was cold and not hot.. that's just my honest opinion.. it's true that sometimes rarely a hyped up place lives to its expectations... and I guess to us this was one of those places... but don't let my review discourage you from trying it out, it's sill one of those travel foods you just got to try out yourself.",4.0,"Sep 22, 2017",2017
"Chicken and rice  was good but lady was so mean. Better service and same food few stalls down at ah tai chicken. Over hyped, and more expensive for the same amount of food.",5.0,"Nov 10, 2019",2019
"Review for Nov2016 - Touted as one of the best places for chicken rice, I'd say I was a little disappointed, and unfortunately they also ran out of dark meat. However, was a good first spot for chicken and rice in Singapore.",4.0,"May 29, 2015",2015
"Came here straight after trying the now infamous soya sauce chicken and rice hawker stand and I prefer this one.  I know they are completely different in taste but the wait here is much much shorter (it was also past lunch time when I came) and I think the chicken is equally as tender.  The dish here also isn't swimming in oil like the other place and just had clean simple flavors.  I've been here 2 years ago and it was just as good then as it is now.  Just a word of advice, ask them if you want to get more sauces because they do not like it when you go and  try to serve yourself another dish of it.",4.0,"Jan 17, 2020",2020
"Visited this place for late lunch and had the half chicken with chicken rice. It was very delicious! Probably the best chicken rice I have eaten during my visit. The chicken was steamed nicely, soft and succulent and the rice was fragrant and tasty. Because it is in a Hawker Centre, be prepared for the Hawker ambiance. No air condition, crowded, share tables and long queues. But worth it to try the chicken rice!",5.0,"Nov 15, 2019",2019
"I mean, it's a legend for a reason. This was my first chicken and rice experience (but not my last), and I'll remember it fondly.The chicken itself was moist and tender. Not the highest of quality (I feel Heng Ji at Chinatown is higher quality), but not poor by any means. The rice certainly shines, and was delicious. Was here on a Saturday evening and the line wasn't too long. The food centre wasn't too busy either and I got a table no problem.",1.0,"May 30, 2014",2014
"Located inside the Maxwell Food Court, just a short walk from the Chinatown MRT station.  Long line, so the best time to go is before lunch or after the lunch hour crowd.  The line moves very fast and the service very efficient and organized.  The Chicken is very moist, tendet and juicy, the rice fluffy and perfectly seasoned.  The Bean Sprout was cooked just right.  Must definitely try the Tian Tian Chicken  Rice is you are in the area,  or when visiting Singapore.  Simple dish, but so good.  Great to have a good quality meal at a very affordable price.  Highly recommended.",4.0,"Sep 22, 2019",2019
Delicious Hainanese chicken and rice. The menu appears simple but quite delicious. Coming from the US we are used to large portions so you may have to order two plates to get your fill. It comes with ginger sauce and soy sauce for dipping. A must try while you are here!,4.0,"Nov 25, 2019",2019
"I was told that I absolutely had to try this place in Singapore, so my friend and I stopped by the hawker center to give it a try.  Yes, the line is long, but don't worry, it moves pretty quickly.  Before you get in line to order, it's good to walk around the hawker center and browse at what other folks are eating.  Look at the plates to identify which stall the food comes from.  This will give you a better understanding about the food options they have - whole chicken, half chicken, single serving with rice, veggies, etc. Since my friend and I were trying lots of different stalls for lunch, we ordered a single serving for each of us.  The chicken is super soft and smooth, definitely not something you can find in the states.  Who can complain about $3.50 for chicken, rice, and soup?",4.0,"May 29, 2017",2017
"Years ago, you could call in advance to order your chicken rice, it would wait for you by the time you reach the (now closed) car park. Forget that now, and be prepared to queue. It's pretty efficient, but still takes anywhere between 10 minutes (at opening at 10am, or mid afternoon) and 45 minutes (meal times). The prices are the highest among all the Hainanese chicken rice stalls at Maxwell (although that's still most reasonable) ; they only give out the chilli and dark soy sauces upon request (although that is very much part of the dish!). So, is it worth it? If you're not a foodie, the answer is ""hell, no!"" On the other hand, if you can tell subtle differences in the texture of the chicken, the fragrance of the rice, or the degree of kick in the chilli sauce, or if you just line up servings from the various chicken rice stalls at Maxwell (Tian Tian, Ah Tai, Heng Heng), you would have to say ""this is the best lah!""",5.0,"Feb 8, 2017",2017
"I was all about chicken rice @ Tian Tian the entire time I was in Singapore. When I finally had the chance to try it out, it just turned out to be A-OK. The chicken was fine but the rice was a bit hard -- one notch away from the uncooked categorization. I ended up getting chicken rice three stalls down at Ah Tai, which I liked so much better. It was what I thought the experience would have been like.And oh, maybe it's just me ... but I thought it was weird being forced to stare at Anthony Bourdain's picture while I was standing in line. The hype train is strong.",4.0,"Dec 28, 2017",2017
"This has probably the best white(breast) chicken meat anywhere in Singapore. Moist, succulent and tasty. Usually I would only go for dark meats but here, no issue. Also, if you are not squeamish, they have the most tender gizzards E.V.E.R",5.0,"Dec 22, 2014",2014
"Tian Tian's chicken rice lives up to the reputation. Cold tender, if not a tad gelatinous, chicken is a little challenging for my western pallet, but I dig it. The rice is worthy of a dish on its own. However, everything on the dish is ancillary to the chili sauce. Whatever you do, ask for more chili sauce.",4.0,"Apr 24, 2015",2015
